Months,Year,Demand,Consumption,Conections,Wards,Total Population,Slum Population,Non-slum Population,Rainfal(in mm)
12,2017,58712410.96,4187323.213,31256,PN,1007220,757793,249427,0
1,2018,61906423.18,4307593.051,31256,PN,1008169,758507,249662,0
2,2018,61743017.83,4295197.5,31256,PN,1009117,759220,249897,0
3,2018,62069828.52,4319988.602,31256,PN,1010066,759934,250132,0
4,2018,62478341.89,4350977.48,31256,PN,1011014,760647,250367,0
5,2018,62805152.58,4375768.583,31256,PN,1011963,761361,250601,0
6,2018,62478341.89,4350977.48,31256,PN,1012911,762075,250836,538
7,2018,62233233.87,4332384.154,31364,PN,1013859,762788,251071,538
8,2018,61743017.83,4295197.5,31580,PN,1014808,763502,251306,538
9,2018,61416207.14,4270406.398,31904,PN,1015756,764215,251541,538
10,2018,61089396.45,4245615.295,32336,PN,1016705,764929,251776,0
11,2018,60925991.11,4233219.744,32552,PN,1017653,765643,252011,0
12,2018,60027261.71,4165044.213,32559,PN,1018602,766356,252246,0
1,2014,40974505.91,3065488.922,13303,N,637672,255159,382513,0
2,2014,40824160.16,3056079.094,13312,N,638272,255399,382873,0
3,2014,41049678.79,3065488.922,13312,N,638872,255639,383233,0
4,2014,41200024.54,3074898.75,13322,N,639472,255879,383593,0
5,2014,41500716.05,3093718.406,13322,N,640072,256119,383953,0
6,2014,41350370.3,3084308.578,13322,N,640671,256359,384313,571.5
7,2014,41348866.84,3084214.48,13322,N,641271,256599,384672,571.5
8,2014,41198521.09,3074804.652,13322,N,641871,256839,385032,571.5
9,2014,41183486.51,3073863.669,13322,N,642471,257079,385392,571.5
10,2014,41108313.63,3069158.755,13322,N,643071,257319,385752,0
11,2014,40807622.13,3050339.098,13322,N,643671,257559,386112,0
12,2014,40951954.05,3106421.675,13322,N,644271,257799,386472,0
1,2015,47318738.99,3187535.245,13322,N,644883,258044,386839,0
2,2015,47469084.75,3196945.073,13322,N,645495,258289,387206,0
3,2015,47619430.5,3206354.901,13322,N,646107,258534,387573,0
4,2015,47769776.25,3215764.73,13436,N,646719,258779,387940,0
5,2015,48070467.76,3234584.386,13550,N,647331,259024,388307,0
6,2015,47769776.25,3215764.73,13588,N,647943,259269,388675,445.75
7,2015,47544257.62,3201649.987,13607,N,648555,259514,389042,445.75
8,2015,47093220.36,3173420.503,13626,N,649167,259758,389409,445.75
9,2015,47078185.79,3172479.52,13626,N,649779,260003,389776,445.75
10,2015,46777494.28,3153659.863,13626,N,650391,260248,390143,0
11,2015,46551975.65,3139545.121,13626,N,651004,260493,390510,0
12,2015,50370757.79,3039800.942,13626,N,651616,260738,390878,0
1,2016,49719280.42,3121870.995,13626,N,652229,260984,391246,0
2,2016,49568934.67,3112461.167,13626,N,652843,261229,391614,0
3,2016,49719280.42,3121870.995,13626,N,653456,261475,391982,0
4,2016,49869626.17,3131280.823,13728,N,654070,261720,392350,0
5,2016,50170317.68,3150100.48,13898,N,654684,261966,392718,0
6,2016,49869626.17,3131280.823,13915,N,655297,262211,393086,687.25
7,2016,49644107.54,3117166.081,13932,N,655911,262457,393454,687.25
8,2016,49193070.28,3088936.596,13932,N,656524,262702,393822,687.25
9,2016,48967551.65,3087995.613,13932,N,657138,262948,394190,687.25
10,2016,48666860.15,3087995.613,13932,N,657752,263193,394558,0
11,2016,48441341.52,3073880.871,13932,N,658365,263439,394926,0
12,2016,50997219.32,3124693.943,13932,N,658979,263684,395294,0
1,2017,53158831.75,3104954.412,13932,N,659599,263933,395667,0
2,2017,53008486,3095544.583,13932,N,660220,264181,396039,0
3,2017,53309177.51,3114364.24,13932,N,660840,264429,396411,0
4,2017,53685041.89,3137888.81,14137,N,661461,264678,396783,0
5,2017,53985733.4,3156708.467,14383,N,662082,264926,397156,0
6,2017,53685041.89,3137888.81,14424,N,662702,265174,397528,697.625
7,2017,53459523.26,3123774.068,14253,N,663323,265423,397900,697.625
8,2017,53008486,3095544.583,14253,N,663943,265671,398272,697.625
9,2017,52707794.49,3076724.927,14253,N,664564,265919,398645,697.625
10,2017,52407102.99,3057905.27,14253,N,665184,266167,399017,0
11,2017,52256757.23,3048495.442,14253,N,665805,266416,399389,0
12,2017,51429855.59,2996741.387,14253,N,666425,266664,399761,0
1,2018,53495177.17,2925171.245,14253,N,667053,266915,400138,0
2,2018,53344831.42,2915761.417,14253,N,667680,267166,400514,0
3,2018,53645522.92,2934581.073,14253,N,668308,267417,400891,0
4,2018,54021387.31,2958105.644,14253,N,668936,267669,401267,0
5,2018,54322078.81,2976925.3,14253,N,669563,267920,401643,0
6,2018,54021387.31,2958105.644,14253,N,670191,268171,402020,538
7,2018,53795868.68,2943990.901,14271,N,670818,268422,402396,538
8,2018,53344831.42,2915761.417,14307,N,671446,268673,402773,538
9,2018,53044139.91,2896941.76,14361,N,672073,268924,403149,538
10,2018,52743448.4,2878122.104,14433,N,672701,269175,403526,0
11,2018,52593102.65,2868712.276,14469,N,673328,269426,403902,0
12,2018,51766201,2816958.22,14472,N,673956,269677,404279,0
1,2014,87838276.82,2901327.798,17826,MW,421693,168917,252537,0
2,2014,87576494.46,2893083.596,17814,MW,422089,169076,252775,0
3,2014,87969167.99,2901327.798,17814,MW,422486,169235,253013,0
4,2014,88230950.34,2909572,17803,MW,422883,169394,253251,0
5,2014,88754515.05,2926060.404,17803,MW,423280,169553,253489,0
6,2014,88492732.69,2917816.202,17803,MW,423676,169712,253726,571.5
7,2014,88490114.87,2917733.76,17803,MW,424073,169871,253964,571.5
8,2014,88228332.52,2909489.558,17803,MW,424470,170030,254202,571.5
9,2014,88202154.28,2908665.138,17803,MW,424867,170189,254440,571.5
10,2014,88071263.11,2904543.037,17803,MW,425263,170348,254678,0
11,2014,87547698.41,2888054.633,17803,MW,425660,170507,254916,0
12,2014,87799009.46,2937190.076,17803,MW,426057,170666,255391,0
1,2015,95391217.63,2900324.118,17803,MW,426461,170828,255634,0
2,2015,95652999.98,2908568.32,17803,MW,426866,170990,255876,0
3,2015,95914782.33,2916812.522,17803,MW,427271,171152,256119,0
4,2015,96176564.68,2925056.724,17665,MW,427676,171314,256362,0
5,2015,96700129.39,2941545.127,17527,MW,428080,171476,256604,0
6,2015,96176564.68,2925056.724,17481,MW,428485,171638,256847,445.75
7,2015,95783891.16,2912690.421,17458,MW,428890,171800,257089,445.75
8,2015,94998544.1,2887957.816,17435,MW,429295,171963,257332,445.75
9,2015,94972365.87,2887133.396,17435,MW,429699,172125,257575,445.75
10,2015,94448801.17,2870644.992,17435,MW,430104,172287,257817,0
11,2015,94056127.64,2858278.689,17435,MW,430509,172449,258060,0
12,2015,100705399.4,2770890.15,17435,MW,430914,172611,258303,0
1,2016,75792342.02,2482160.452,17435,MW,431319,172774,258546,0
2,2016,75530559.67,2473916.25,17435,MW,431725,172936,258789,0
3,2016,75792342.02,2482160.452,17435,MW,432131,173099,259032,0
4,2016,76054124.37,2490404.654,17387,MW,432537,173261,259276,0
5,2016,76577689.07,2506893.057,17307,MW,432943,173424,259519,0
6,2016,76054124.37,2490404.654,17299,MW,433348,173586,259762,687.25
7,2016,75661450.84,2478038.351,17291,MW,433754,173749,260005,687.25
8,2016,74876103.79,2453305.746,17291,MW,434160,173911,260248,687.25
9,2016,74483430.26,2452481.325,17291,MW,434566,174074,260492,687.25
10,2016,73959865.56,2452481.325,17291,MW,434971,174237,260735,0
11,2016,73567192.03,2440115.023,17291,MW,435377,174399,260978,0
12,2016,78017492.01,2484633.712,17291,MW,435783,174562,261221,0
1,2017,82184625.6,2641119.035,17291,MW,436193,174726,261467,0
2,2017,81922843.25,2632874.833,17291,MW,436604,174890,261713,0
3,2017,82446407.95,2649363.237,17291,MW,437014,175055,261959,0
4,2017,83100863.83,2669973.741,17591,MW,437424,175219,262205,0
5,2017,83624428.53,2686462.145,17951,MW,437835,175384,262451,0
6,2017,83100863.83,2669973.741,18011,MW,438245,175548,262697,697.625
7,2017,82708190.3,2657607.439,18160,MW,438656,175712,262943,697.625
8,2017,81922843.25,2632874.833,18160,MW,439066,175877,263189,697.625
9,2017,81399278.55,2616386.43,18160,MW,439476,176041,263435,697.625
10,2017,80875713.84,2599898.026,18160,MW,439887,176205,263681,0
11,2017,80613931.49,2591653.824,18160,MW,440297,176370,263927,0
12,2017,79174128.56,2546310.714,18160,MW,440707,176534,264173,0
1,2018,85285726.18,2544157.785,18160,MW,441122,176700,264422,0
2,2018,85023943.83,2535913.583,18160,MW,441537,176867,264671,0
3,2018,85547508.54,2552401.987,18160,MW,441952,177033,264920,0
4,2018,86201964.41,2573012.491,18160,MW,442367,177199,265168,0
5,2018,86725529.12,2589500.895,18160,MW,442782,177365,265417,0
6,2018,86201964.41,2573012.491,18160,MW,443197,177532,265666,538
7,2018,85809290.89,2560646.189,18145,MW,443612,177698,265915,538
8,2018,85023943.83,2535913.583,18115,MW,444027,177864,266163,538
9,2018,84500379.13,2519425.18,18070,MW,444442,178030,266412,538
10,2018,83976814.43,2502936.776,18010,MW,444857,178197,266661,0
11,2018,83715032.08,2494692.574,17980,MW,445272,178363,266910,0
12,2018,82275229.14,2449349.464,17973,MW,445687,178529,267158,0
1,2014,57934048.3,2844299.99,19605,ME,826937,702315,124622,0
2,2014,57721352.02,2835161.398,19630,ME,827715,702976,124739,0
3,2014,58040396.44,2844299.99,19630,ME,828493,703637,124857,0
4,2014,58253092.72,2853438.583,19656,ME,829271,704297,124974,0
5,2014,58678485.28,2871715.769,19656,ME,830049,704958,125091,0
6,2014,58465789,2862577.176,19656,ME,830827,705619,125208,571.5
7,2014,58463662.04,2862485.79,19656,ME,831605,706280,125326,571.5
8,2014,58250965.76,2853347.197,19656,ME,832383,706940,125443,571.5
9,2014,58229696.13,2852433.338,19656,ME,833161,707601,125560,571.5
10,2014,58123347.99,2847864.042,19656,ME,833939,708262,125677,0
11,2014,57697955.43,2829586.856,19656,ME,834717,708922,125795,0
12,2014,57902143.86,2884052.87,19656,ME,835495,709583,125912,0
1,2015,63706353.69,2841058.76,19656,ME,836289,710257,126031,0
2,2015,63919049.97,2850197.352,19656,ME,837082,710931,126151,0
3,2015,64131746.25,2859335.945,19656,ME,837876,711605,126271,0
4,2015,64344442.53,2868474.538,19962,ME,838670,712280,126390,0
5,2015,64769835.09,2886751.724,20268,ME,839463,712954,126510,0
6,2015,64344442.53,2868474.538,20370,ME,840257,713628,126629,445.75
7,2015,64025398.11,2854766.649,20421,ME,841051,714302,126749,445.75
8,2015,63387309.27,2827350.87,20472,ME,841845,714976,126869,445.75
9,2015,63366039.64,2826437.011,20472,ME,842638,715650,126988,445.75
10,2015,62940647.08,2808159.825,20472,ME,843432,716324,127108,0
11,2015,62621602.66,2794451.936,20472,ME,844226,716998,127228,0
12,2015,68024088.17,2697582.851,20472,ME,845020,717672,127347,0
1,2016,66201476.03,2941297.176,20472,ME,845815,718348,127467,0
2,2016,65988779.75,2932158.583,20472,ME,846611,719024,127587,0
3,2016,66201476.03,2941297.176,20472,ME,847407,719700,127707,0
4,2016,66414172.31,2950435.769,21390,ME,848202,720376,127827,0
5,2016,66839564.87,2968712.955,22920,ME,848998,721051,127947,0
6,2016,66414172.31,2950435.769,23073,ME,849794,721727,128067,687.25
7,2016,66095127.89,2936727.88,23226,ME,850590,722403,128187,687.25
8,2016,65457039.05,2909312.101,23226,ME,851385,723079,128307,687.25
9,2016,65137994.63,2908398.242,23226,ME,852181,723755,128426,687.25
10,2016,64712602.07,2908398.242,23226,ME,852977,724430,128546,0
11,2016,64393557.65,2894690.352,23226,ME,853773,725106,128666,0
12,2016,68009394.41,2944038.754,23226,ME,854568,725782,128786,0
1,2017,79841503.7,3260604.51,23226,ME,855373,726466,128907,0
2,2017,79628807.42,3251465.917,23226,ME,856178,727149,129029,0
3,2017,80054199.98,3269743.102,23226,ME,856982,727832,129150,0
4,2017,80585940.68,3292589.585,25921,ME,857787,728516,129271,0
5,2017,81011333.23,3310866.771,29155,ME,858592,729199,129393,0
6,2017,80585940.68,3292589.585,29694,ME,859397,729883,129514,697.625
7,2017,80266896.26,3278881.695,28552,ME,860201,730566,129635,697.625
8,2017,79628807.42,3251465.917,28552,ME,861006,731250,129756,697.625
9,2017,79203414.86,3233188.731,28552,ME,861811,731933,129878,697.625
10,2017,78778022.3,3214911.545,28552,ME,862615,732617,129999,0
11,2017,78565326.02,3205772.952,28552,ME,863420,733300,130120,0
12,2017,77395496.48,3155510.691,28552,ME,864225,733983,130241,0
1,2018,77387487.7,3058239.343,28552,ME,865039,734675,130364,0
2,2018,77174791.42,3049100.75,28552,ME,865853,735366,130487,0
3,2018,77600183.98,3067377.936,28552,ME,866666,736057,130609,0
4,2018,78131924.68,3090224.418,28552,ME,867480,736748,130732,0
5,2018,78557317.23,3108501.604,28552,ME,868294,737439,130855,0
6,2018,78131924.68,3090224.418,28552,ME,869108,738130,130977,538
7,2018,77812880.26,3076516.529,28574,ME,869922,738822,131100,538
8,2018,77174791.42,3049100.75,28618,ME,870735,739513,131223,538
9,2018,76749398.86,3030823.564,28684,ME,871549,740204,131345,538
10,2018,76324006.3,3012546.378,28772,ME,872363,740895,131468,0
11,2018,76111310.02,3003407.785,28816,ME,873177,741586,131591,0
12,2018,74941480.48,2953145.525,28818,ME,873991,742277,131713,0
1,2014,59093767.32,3852517.149,24843,L,923691,776145,147546,0
2,2014,58880095.14,3840859.132,24852,L,924560,776875,147685,0
3,2014,59200603.41,3852517.149,24852,L,925429,777605,147823,0
4,2014,59414275.59,3864175.167,24862,L,926298,778335,147962,0
5,2014,59841619.96,3887491.202,24862,L,927167,779066,148101,0
6,2014,59627947.77,3875833.184,24862,L,928036,779796,148240,571.5
7,2014,59625811.05,3875716.604,24862,L,928905,780526,148379,571.5
8,2014,59412138.87,3864058.586,24862,L,929774,781256,148517,571.5
9,2014,59390771.65,3862892.785,24862,L,930643,781986,148656,571.5
10,2014,59283935.56,3857063.776,24862,L,931512,782717,148795,0
11,2014,58856591.2,3833747.741,24862,L,932381,783447,148934,0
12,2014,59061716.49,3903229.525,24862,L,933250,784177,149073,0
1,2015,66052246.89,3863071.268,24862,L,934136,784922,149214,0
2,2015,66265919.07,3874729.285,24862,L,935023,785667,149356,0
3,2015,66479591.25,3886387.303,24862,L,935909,786412,149498,0
4,2015,66693263.43,3898045.32,24976,L,936796,787157,149639,0
5,2015,67120607.8,3921361.355,25090,L,937683,787902,149781,0
6,2015,66693263.43,3898045.32,25128,L,938569,788647,149922,445.75
7,2015,66372755.16,3880558.294,25147,L,939456,789392,150064,445.75
8,2015,65731738.61,3845584.241,25166,L,940342,790137,150206,445.75
9,2015,65710371.39,3844418.439,25166,L,941229,790882,150347,445.75
10,2015,65283027.03,3821102.404,25166,L,942115,791627,150489,0
11,2015,64962518.76,3803615.378,25166,L,943002,792372,150631,0
12,2015,70389792.18,3680040.392,25166,L,943889,793117,150772,0
1,2016,72682188.6,3853365.351,25166,L,944777,793863,150914,0
2,2016,72468516.42,3841707.333,25166,L,945666,794610,151056,0
3,2016,72682188.6,3853365.351,25166,L,946555,795357,151198,0
4,2016,72895860.78,3865023.368,25544,L,947444,796104,151340,0
5,2016,73323205.15,3888339.403,26174,L,948333,796851,151482,0
6,2016,72895860.78,3865023.368,26237,L,949222,797598,151624,687.25
7,2016,72575352.51,3847536.342,26300,L,950110,798344,151766,687.25
8,2016,71934335.96,3812562.29,26300,L,950999,799091,151908,687.25
9,2016,71613827.69,3811396.488,26300,L,951888,799838,152050,687.25
10,2016,71186483.32,3811396.488,26300,L,952777,800585,152192,0
11,2016,70865975.05,3793909.461,26300,L,953666,801332,152334,0
12,2016,74498402.15,3856862.756,26300,L,954555,802079,152476,0
1,2017,75346802.02,3847293.601,26300,L,955453,802834,152619,0
2,2017,75133129.83,3835635.583,26300,L,956352,803589,152763,0
3,2017,75560474.2,3858951.618,26300,L,957251,804345,152907,0
4,2017,76094654.65,3888096.662,26725,L,958150,805100,153050,0
5,2017,76521999.02,3911412.697,27235,L,959049,805855,153194,0
6,2017,76094654.65,3888096.662,27320,L,959948,806610,153337,697.625
7,2017,75774146.38,3870609.636,26867,L,960847,807366,153481,697.625
8,2017,75133129.83,3835635.583,26867,L,961746,808121,153625,697.625
9,2017,74705785.47,3812319.548,26867,L,962644,808876,153768,697.625
10,2017,74278441.1,3789003.513,26867,L,963543,809632,153912,0
11,2017,74064768.92,3777345.496,26867,L,964442,810387,154055,0
12,2017,72889571.92,3713226.399,26867,L,965341,811142,154199,0
1,2018,74720217.77,3673690.684,26867,L,966250,811906,154344,0
2,2018,74506545.58,3662032.667,26867,L,967159,812670,154489,0
3,2018,74933889.95,3685348.702,26867,L,968068,813434,154634,0
4,2018,75468070.4,3714493.746,26867,L,968977,814198,154780,0
5,2018,75895414.77,3737809.781,26867,L,969886,814961,154925,0
6,2018,75468070.4,3714493.746,26867,L,970795,815725,155070,538
7,2018,75147562.13,3697006.719,26883,L,971704,816489,155215,538
8,2018,74506545.58,3662032.667,26915,L,972613,817253,155360,538
9,2018,74079201.22,3638716.632,26963,L,973522,818017,155506,538
10,2018,73651856.85,3615400.597,27027,L,974431,818780,155651,0
11,2018,73438184.67,3603742.579,27059,L,975340,819544,155796,0
12,2018,72262987.67,3539623.483,27059,L,976249,820308,155941,0
1,2014,70293659.87,4747750.612,21548,KW,766501,220809,545691,0
2,2014,70042504.49,4733463.556,21549,KW,767222,221017,546205,0
3,2014,70419237.56,4747750.612,21549,KW,767943,221225,546718,0
4,2014,70670392.94,4762037.667,21551,KW,768664,221433,547231,0
5,2014,71172703.7,4790611.777,21551,KW,769385,221640,547745,0
6,2014,70921548.32,4776324.722,21551,KW,770106,221848,548258,571.5
7,2014,70919036.77,4776181.851,21551,KW,770827,222056,548772,571.5
8,2014,70667881.39,4761894.796,21551,KW,771549,222264,549285,571.5
9,2014,70642765.85,4760466.091,21551,KW,772270,222471,549798,571.5
10,2014,70517188.16,4753322.563,21551,KW,772991,222679,550312,0
11,2014,70014877.39,4724748.453,21551,KW,773712,222887,550825,0
12,2014,70255986.56,4809899.301,21551,KW,774433,223094,551339,0
1,2015,77438436.07,4650245.388,21551,KW,775169,223306,551862,0
2,2015,77689591.45,4664532.444,21551,KW,775904,223518,552386,0
3,2015,77940746.83,4678819.499,21551,KW,776640,223730,552910,0
4,2015,78191902.22,4693106.554,21569,KW,777376,223942,553434,0
5,2015,78694212.98,4721680.664,21587,KW,778112,224154,553957,0
6,2015,78191902.22,4693106.554,21593,KW,778847,224366,554481,445.75
7,2015,77815169.14,4671675.971,21596,KW,779583,224578,555005,445.75
8,2015,77061703,4628814.806,21599,KW,780319,224790,555529,445.75
9,2015,77036587.46,4627386.1,21599,KW,781054,225002,556052,445.75
10,2015,76534276.69,4598811.99,21599,KW,781790,225214,556576,0
11,2015,76157543.62,4577381.407,21599,KW,782526,225426,557100,0
12,2015,82536890.32,4425938.623,21599,KW,783262,225638,557624,0
1,2016,80191405.05,4597380.555,21599,KW,783999,225850,558149,0
2,2016,79940249.67,4583093.5,21599,KW,784737,226063,558674,0
3,2016,80191405.05,4597380.555,21599,KW,785474,226275,559199,0
4,2016,80442560.43,4611667.61,21845,KW,786212,226488,559724,0
5,2016,80944871.19,4640241.721,22255,KW,786949,226700,560249,0
6,2016,80442560.43,4611667.61,22296,KW,787687,226913,560774,687.25
7,2016,80065827.36,4590237.028,22337,KW,788425,227125,561299,687.25
8,2016,79312361.21,4547375.862,22337,KW,789162,227338,561825,687.25
9,2016,78935628.14,4545947.157,22337,KW,789900,227550,562350,687.25
10,2016,78433317.38,4545947.157,22337,KW,790637,227763,562875,0
11,2016,78056584.3,4524516.574,22337,KW,791375,227975,563400,0
12,2016,82326225.79,4601666.672,22337,KW,792112,228187,563925,0
1,2017,87378235.8,4680553.305,22337,KW,792858,228402,564456,0
2,2017,87127080.42,4666266.25,22337,KW,793604,228617,564987,0
3,2017,87629391.18,4694840.36,22337,KW,794350,228832,565518,0
4,2017,88257279.64,4730557.998,22467,KW,795096,229047,566049,0
5,2017,88759590.4,4759132.108,22623,KW,795842,229262,566580,0
6,2017,88257279.64,4730557.998,22649,KW,796588,229477,567111,697.625
7,2017,87880546.56,4709127.415,22408,KW,797334,229692,567642,697.625
8,2017,87127080.42,4666266.25,22408,KW,798080,229906,568173,697.625
9,2017,86624769.65,4637692.14,22408,KW,798826,230121,568704,697.625
10,2017,86122458.89,4609118.029,22408,KW,799571,230336,569235,0
11,2017,85871303.51,4594830.974,22408,KW,800317,230551,569766,0
12,2017,84489948.91,4516252.171,22408,KW,801063,230766,570297,0
1,2018,93265728.88,4721874.055,22408,KW,801818,230983,570834,0
2,2018,93014573.5,4707587,22408,KW,802572,231201,571371,0
3,2018,93516884.26,4736161.11,22408,KW,803326,231418,571908,0
4,2018,94144772.72,4771878.748,22408,KW,804081,231635,572445,0
5,2018,94647083.48,4800452.858,22408,KW,804835,231852,572982,0
6,2018,94144772.72,4771878.748,22408,KW,805589,232070,573519,538
7,2018,93768039.65,4750448.165,22475,KW,806344,232287,574056,538
8,2018,93014573.5,4707587,22609,KW,807098,232504,574593,538
9,2018,92512262.74,4679012.89,22810,KW,807852,232722,575131,538
10,2018,92009951.97,4650438.779,23078,KW,808607,232939,575668,0
11,2018,91758796.59,4636151.724,23212,KW,809361,233156,576205,0
12,2018,90377441.99,4557572.921,23218,KW,810115,233374,576742,0
1,2014,91627784.2,4831337.31,26463,KE,843487,586446,257040,0
2,2014,91298931.23,4816484.954,26466,KE,844280,586998,257282,0
3,2014,91792210.68,4831337.31,26466,KE,845074,587550,257524,0
4,2014,92121063.65,4846189.667,26470,KE,845867,588102,257766,0
5,2014,92778769.59,4875894.379,26470,KE,846661,588653,258008,0
6,2014,92449916.62,4861042.023,26470,KE,847455,589205,258249,571.5
7,2014,92446628.09,4860893.499,26470,KE,848248,589757,258491,571.5
8,2014,92117775.12,4846041.143,26470,KE,849042,590308,258733,571.5
9,2014,92084889.82,4844555.907,26470,KE,849835,590860,258975,571.5
10,2014,91920463.34,4837129.729,26470,KE,850629,591412,259217,0
11,2014,91262757.4,4807425.017,26470,KE,851422,591964,259459,0
12,2014,91578456.25,4895945.06,26470,KE,852216,592515,259700,0
1,2015,101728890.1,4828073.356,26470,KE,853025,593078,259947,0
2,2015,102057743,4842925.713,26470,KE,853835,593641,260194,0
3,2015,102386596,4857778.069,26470,KE,854645,594204,260441,0
4,2015,102715449,4872630.425,26512,KE,855454,594767,260687,0
5,2015,103373154.9,4902335.138,26554,KE,856264,595330,260934,0
6,2015,102715449,4872630.425,26568,KE,857073,595893,261181,445.75
7,2015,102222169.5,4850351.891,26575,KE,857883,596456,261427,445.75
8,2015,101235610.6,4805794.822,26582,KE,858693,597018,261674,445.75
9,2015,101202725.3,4804309.586,26582,KE,859502,597581,261921,445.75
10,2015,100545019.4,4774604.874,26582,KE,860312,598144,262168,0
11,2015,100051739.9,4752326.339,26582,KE,861121,598707,262414,0
12,2015,108404605.3,4594891.363,26582,KE,861931,599270,262661,0
1,2016,79821405.97,4739516.773,26582,KE,862743,599834,262908,0
2,2016,79492553,4724664.417,26582,KE,863554,600399,263156,0
3,2016,79821405.97,4739516.773,26582,KE,864366,600963,263403,0
4,2016,80150258.94,4754369.129,26852,KE,865178,601527,263650,0
5,2016,80807964.88,4784073.842,27302,KE,865989,602092,263898,0
6,2016,80150258.94,4754369.129,27347,KE,866801,602656,264145,687.25
7,2016,79656979.48,4732090.595,27392,KE,867613,603220,264392,687.25
8,2016,78670420.58,4687533.526,27392,KE,868424,603785,264640,687.25
9,2016,78177141.12,4686048.29,27392,KE,869236,604349,264887,687.25
10,2016,77519435.18,4686048.29,27392,KE,870048,604913,265134,0
11,2016,77026155.73,4663769.756,27392,KE,870859,605477,265382,0
12,2016,412337488.2,4743972.48,27392,KE,871671,606042,265629,0
1,2017,119794040.8,4914819.94,27392,KE,872492,606612,265879,0
2,2017,119465187.8,4899967.583,27392,KE,873312,607183,266129,0
3,2017,120122893.8,4929672.296,27392,KE,874133,607754,266379,0
4,2017,120945026.2,4966803.187,27472,KE,874954,608325,266630,0
5,2017,121602732.1,4996507.899,27568,KE,875775,608895,266880,0
6,2017,120945026.2,4966803.187,27584,KE,876596,609466,267130,697.625
7,2017,120451746.7,4944524.652,27314,KE,877417,610037,267380,697.625
8,2017,119465187.8,4899967.583,27314,KE,878237,610607,267630,697.625
9,2017,118807481.9,4870262.871,27314,KE,879058,611178,267880,697.625
10,2017,118149776,4840558.158,27314,KE,879879,611749,268130,0
11,2017,117820923,4825705.802,27314,KE,880700,612319,268381,0
12,2017,116012231.6,4744017.843,27314,KE,881521,612890,268631,0
1,2018,134724339.6,5007587.19,27314,KE,882351,613467,268884,0
2,2018,134395486.6,4992734.833,27314,KE,883181,614044,269137,0
3,2018,135053192.5,5022439.546,27314,KE,884011,614621,269390,0
4,2018,135875324.9,5059570.437,27314,KE,884841,615199,269642,0
5,2018,136533030.9,5089275.149,27314,KE,885671,615776,269895,0
6,2018,135875324.9,5059570.437,27314,KE,886501,616353,270148,538
7,2018,135382045.5,5037291.902,27430,KE,887331,616930,270401,538
8,2018,134395486.6,4992734.833,27662,KE,888162,617507,270654,538
9,2018,133737780.6,4963030.121,28010,KE,888992,618084,270907,538
10,2018,133080074.7,4933325.408,28474,KE,889822,618661,271160,0
11,2018,132751221.7,4918473.052,28706,KE,890652,619239,271413,0
12,2018,130942530.4,4836785.093,28715,KE,891482,619816,271666,0
1,2014,22511515.66,4063700.912,83,J,,,,0
2,2014,22436481.66,4050845.658,83,J,,,,0
3,2014,22549032.67,4063700.912,83,J,,,,0
4,2014,22624066.67,4076556.167,84,J,,,,0
5,2014,22774134.67,4102266.676,84,J,,,,0
6,2014,22699100.67,4089411.421,84,J,,,,571.5
7,2014,22698350.33,4089282.869,84,J,,,,571.5
8,2014,22623316.33,4076427.614,84,J,,,,571.5
9,2014,22615812.93,4075142.089,84,J,,,,571.5
10,2014,22578295.93,4068714.461,84,J,,,,0
11,2014,22428227.92,4043003.952,84,J,,,,0
12,2014,22500260.56,4119621.269,84,J,,,,0
1,2015,21639911.41,3904362.171,84,J,,,,0
2,2015,21714945.41,3917217.426,84,J,,,,0
3,2015,21789979.42,3930072.68,84,J,,,,0
4,2015,21865013.42,3942927.935,90,J,,,,0
5,2015,22015081.42,3968638.444,96,J,,,,0
6,2015,21865013.42,3942927.935,98,J,,,,445.75
7,2015,21752462.42,3923645.053,99,J,,,,445.75
8,2015,21527360.41,3885079.289,100,J,,,,445.75
9,2015,21519857.01,3883793.764,100,J,,,,445.75
10,2015,21369789,3858083.255,100,J,,,,0
11,2015,21257238,3838800.373,100,J,,,,0
12,2015,23163101.66,3702534.675,100,J,,,,0
1,2016,24934485.42,4467344.755,100,J,,,,0
2,2016,24859451.42,4454489.5,100,J,,,,0
3,2016,24934485.42,4467344.755,100,J,,,,0
4,2016,25009519.42,4480200.009,100,J,,,,0
5,2016,25159587.43,4505910.518,100,J,,,,0
6,2016,25009519.42,4480200.009,100,J,,,,687.25
7,2016,24896968.42,4460917.127,100,J,,,,687.25
8,2016,24671866.41,4422351.364,100,J,,,,687.25
9,2016,24559315.41,4421065.838,100,J,,,,687.25
10,2016,24409247.4,4421065.838,100,J,,,,0
11,2016,24296696.4,4401782.957,100,J,,,,0
12,2016,25572274.44,4471201.331,100,J,,,,0
1,2017,27280411.75,4297669.588,100,J,,,,0
2,2017,27205377.75,4284814.333,100,J,,,,0
3,2017,27355445.75,4310524.842,100,J,,,,0
4,2017,27543030.76,4342662.979,100,J,,,,0
5,2017,27693098.76,4368373.488,100,J,,,,0
6,2017,27543030.76,4342662.979,100,J,,,,697.625
7,2017,27430479.76,4323380.097,105,J,,,,697.625
8,2017,27205377.75,4284814.333,105,J,,,,697.625
9,2017,27055309.75,4259103.824,105,J,,,,697.625
